rowNumber,PersonId,State,Practice,PracticeName,LifeCycle,Loyal,Issue,Score,ScoreName,NPS-score,Channel,QuotePrice,QuoteType,RevPrice,RevObjects 
5703,802,s2,0,Siebel,Awareness,,,,,,,,,,
5704,802,s3,0,Siebel,Awareness,,,,,,,,,,
5705,802,s5,0,Siebel,Evaluation,,,5,CES,,,,,,
5706,802,s5,0,Siebel,Evaluation,,,10,NPS,1,,,,,
5707,802,s4,0,Siebel,Evaluation,,,10,CES,,,,,,
5708,802,s4,0,Siebel,Evaluation,,,10,NPS,1,,,,,
5709,802,s4,0,Siebel,Evaluation,,,,,,,10440,Consultant,,
5710,802,s6,0,Siebel,Purchase,,,,,,,,,,
5711,802,s6,0,Siebel,Purchase,,,,,,,,,10440,1
5712,802,s7,0,Siebel,Use,,,,,,,,,,
5713,802,s2,5,Siebel,Awareness,Loyal,,,,,,,,,
5714,802,s3,5,Siebel,Awareness,Loyal,,,,,,,,,
5715,802,s5,5,Siebel,Evaluation,Loyal,,,,,,,,,
5716,802,s4,5,Siebel,Evaluation,Loyal,,,,,,,,,
5717,802,s4,5,Siebel,Evaluation,Loyal,,,,,,86054,Consultant,,
5718,802,s6,5,Siebel,Purchase,Loyal,,,,,,,,,
5719,802,s6,5,Siebel,Purchase,Loyal,,,,,,,,86054,1
5720,802,s7,5,Siebel,Use,Loyal,,,,,,,,,
5721,802,s9,5,Siebel,Use,Loyal,,,,,,,,,
5722,802,s4,5,Siebel,Evaluation,Loyal,,,,,,,,,
5723,802,s4,5,Siebel,Evaluation,Loyal,,,,,,89283,Consultant,,
5724,802,s6,5,Siebel,Purchase,Loyal,,,,,,,,,
5725,802,s6,5,Siebel,Purchase,Loyal,,,,,,,,89283,1
5726,802,s7,5,Siebel,Use,Loyal,,,,,,,,,
5727,802,s9,5,Siebel,Use,Loyal,,,,,,,,,
5728,802,s10,5,Siebel,End,Loyal,,,,,,,,,
5729,803,s1,,,Awareness,,,,,,,,,,
5730,803,s2,3,Marketing Cloud,Awareness,,,9,CES,,,,,,
5731,803,s10,3,Marketing Cloud,End,,,,,,,,,,
5732,804,s1,,,Awareness,,,,,,,,,,
5733,804,s10,,,End,,,,,,,,,,
5734,805,s1,,,Awareness,,,,,,,,,,
5735,805,s10,,,End,,,,,,,,,,
5736,806,s1,,,Awareness,,,,,,,,,,
5737,806,s2,1,Sales Cloud,Awareness,,,,,,,,,,
5738,806,s3,1,Sales Cloud,Awareness,,,,,,,,,,
5739,806,s4,1,Sales Cloud,Evaluation,,,,,,,,,,
5740,806,s4,1,Sales Cloud,Evaluation,,,,,,,6897,Consultant,,
5741,806,s10,1,Sales Cloud,End,,,,,,,,,,
5742,807,s1,,,Awareness,,,,,,,,,,
5743,807,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
5744,807,s3,3,Marketing Cloud,Awareness,,,,,,,,,,
5745,807,s4,3,Marketing Cloud,Evaluation,,,,,,,,,,
5746,807,s4,3,Marketing Cloud,Evaluation,,,,,,,30152,Consultant,,
5747,807,s10,3,Marketing Cloud,End,,,,,,,,,,
5748,808,s1,,,Awareness,,,,,,,,,,
5749,808,s2,1,Sales Cloud,Awareness,,,,,,,,,,
5750,808,s3,1,Sales Cloud,Awareness,,,,,,,,,,
5751,808,s5,1,Sales Cloud,Evaluation,,,,,,,,,,
5752,808,s4,1,Sales Cloud,Evaluation,,,,,,,,,,
5753,808,s4,1,Sales Cloud,Evaluation,,,,,,,12194,Consultant,,
5754,808,s10,1,Sales Cloud,End,,,,,,,,,,
5755,809,s1,,,Awareness,,,,,,,,,,
5756,809,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
5757,809,s10,3,Marketing Cloud,End,,,,,,,,,,
5758,810,s1,,,Awareness,,,,,,,,,,
5759,810,s2,0,Siebel,Awareness,,,,,,,,,,
5760,810,s3,0,Siebel,Awareness,,,,,,,,,,
5761,810,s5,0,Siebel,Evaluation,,,,,,,,,,
5762,810,s4,0,Siebel,Evaluation,,,,,,,,,,
5763,810,s4,0,Siebel,Evaluation,,,,,,,84426,Consultant,,
5764,810,s10,0,Siebel,End,,,,,,,,,,
5765,811,s1,,,Awareness,,,,,,,,,,
5766,811,s2,2,Service Cloud,Awareness,,,9,CES,,,,,,
5767,811,s10,2,Service Cloud,End,,,,,,,,,,
5768,812,s1,,,Awareness,,,,,,,,,,
5769,812,s10,,,End,,,,,,,,,,
5770,813,s1,,,Awareness,,,,,,,,,,
5771,813,s2,4,BI,Awareness,,,,,,,,,,
5772,813,s3,4,BI,Awareness,,,,,,,,,,
5773,813,s5,4,BI,Evaluation,,,,,,,,,,
5774,813,s4,4,BI,Evaluation,,,10,CES,,,,,,
5775,813,s4,4,BI,Evaluation,,,6,NPS,-1,,,,,
5776,813,s4,4,BI,Evaluation,,,,,,,9292,Consultant,,
5777,813,s10,4,BI,End,,,,,,,,,,
5778,814,s1,,,Awareness,,,,,,,,,,
5779,814,s2,0,Siebel,Awareness,,,,,,,,,,
5780,814,s3,0,Siebel,Awareness,,,,,,,,,,
5781,814,s5,0,Siebel,Evaluation,,,10,CES,,,,,,
5782,814,s5,0,Siebel,Evaluation,,,10,NPS,1,,,,,
5783,814,s4,0,Siebel,Evaluation,,,10,CES,,,,,,
5784,814,s4,0,Siebel,Evaluation,,,9,NPS,1,,,,,
5785,814,s4,0,Siebel,Evaluation,,,,,,,72368,Consultant,,
5786,814,s5,0,Siebel,Evaluation,,,,,,,,,,
5787,814,s4,0,Siebel,Evaluation,,,10,CES,,,,,,
5788,814,s4,0,Siebel,Evaluation,,,10,NPS,1,,,,,
5789,814,s4,0,Siebel,Evaluation,,,,,,,82317,Consultant,,
5790,814,s4,0,Siebel,Evaluation,,,,,,,,,,
5791,814,s4,0,Siebel,Evaluation,,,,,,,76567,Consultant,,
5792,814,s6,0,Siebel,Purchase,,,,,,,,,,
5793,814,s6,0,Siebel,Purchase,,,,,,,,,76567,1
5794,814,s7,0,Siebel,Use,,,,,,,,,,
5795,814,s9,0,Siebel,Use,,,,,,,,,,
5796,814,s4,0,Siebel,Evaluation,Loyal,,,,,,,,,
5797,814,s4,0,Siebel,Evaluation,Loyal,,,,,,78347,Consultant,,
5798,814,s6,0,Siebel,Purchase,Loyal,,,,,,,,,
5799,814,s6,0,Siebel,Purchase,Loyal,,,,,,,,78347,1
5800,814,s7,0,Siebel,Use,Loyal,,,,,,,,,
5801,814,s9,0,Siebel,Use,Loyal,,10,CES,,,,,,
5802,814,s9,0,Siebel,Use,Loyal,,10,NPS,1,,,,,
5803,814,s10,0,Siebel,End,Loyal,,,,,,,,,
5804,815,s1,,,Awareness,,,,,,,,,,
5805,815,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
5806,815,s10,3,Marketing Cloud,End,,,,,,,,,,
5807,816,s1,,,Awareness,,,,,,,,,,
5808,816,s2,5,Siebel,Awareness,,,,,,,,,,
5809,816,s3,5,Siebel,Awareness,,,,,,,,,,
5810,816,s5,5,Siebel,Evaluation,,,8,CES,,,,,,
5811,816,s5,5,Siebel,Evaluation,,,10,NPS,1,,,,,
5812,816,s4,5,Siebel,Evaluation,,,,,,,,,,
5813,816,s4,5,Siebel,Evaluation,,,,,,,75083,Consultant,,
5814,816,s5,5,Siebel,Evaluation,,,,,,,,,,
5815,816,s4,5,Siebel,Evaluation,,,,,,,,,,
5816,816,s4,5,Siebel,Evaluation,,,,,,,88327,Consultant,,
5817,816,s6,5,Siebel,Purchase,,,,,,,,,,
5818,816,s6,5,Siebel,Purchase,,,,,,,,,88327,1
5819,816,s7,5,Siebel,Use,,,,,,,,,,
5820,816,s2,5,Siebel,Awareness,Loyal,,,,,,,,,
5821,816,s3,5,Siebel,Awareness,Loyal,,,,,,,,,
5822,816,s10,5,Siebel,End,Loyal,,,,,,,,,
5823,817,s1,,,Awareness,,,,,,,,,,
5824,817,s2,5,Siebel,Awareness,,,,,,,,,,
5825,817,s3,5,Siebel,Awareness,,,,,,,,,,
5826,817,s5,5,Siebel,Evaluation,,,,,,,,,,
5827,817,s4,5,Siebel,Evaluation,,,,,,,,,,
5828,817,s4,5,Siebel,Evaluation,,,,,,,11911,Consultant,,
5829,817,s6,5,Siebel,Purchase,,,,,,,,,,
5830,817,s6,5,Siebel,Purchase,,,,,,,,,11911,1
5831,817,s7,5,Siebel,Use,,,10,CES,,,,,,
5832,817,s7,5,Siebel,Use,,,6,NPS,-1,,,,,
5833,817,s9,5,Siebel,Use,,,10,CES,,,,,,
5834,817,s9,5,Siebel,Use,,,6,NPS,-1,,,,,
5835,817,s4,5,Siebel,Evaluation,Loyal,,9,CES,,,,,,
5836,817,s4,5,Siebel,Evaluation,Loyal,,10,NPS,1,,,,,
5837,817,s4,5,Siebel,Evaluation,Loyal,,,,,,97415,Consultant,,
5838,817,s6,5,Siebel,Purchase,Loyal,,,,,,,,,
5839,817,s6,5,Siebel,Purchase,Loyal,,,,,,,,97415,1
5840,817,s7,5,Siebel,Use,Loyal,,,,,,,,,
5841,817,s2,4,BI,Awareness,Loyal,,,,,,,,,
5842,817,s10,4,BI,End,Loyal,,,,,,,,,
5843,818,s1,,,Awareness,,,,,,,,,,
5844,818,s10,,,End,,,,,,,,,,
5845,819,s1,,,Awareness,,,,,,,,,,
5846,819,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
5847,819,s3,3,Marketing Cloud,Awareness,,,,,,,,,,
5848,819,s5,3,Marketing Cloud,Evaluation,,,,,,,,,,
5849,819,s4,3,Marketing Cloud,Evaluation,,,,,,,,,,
5850,819,s4,3,Marketing Cloud,Evaluation,,,,,,,28305,Consultant,,
5851,819,s6,3,Marketing Cloud,Purchase,,,,,,,,,,
5852,819,s6,3,Marketing Cloud,Purchase,,,,,,,,,28305,1
5853,819,s7,3,Marketing Cloud,Use,,,,,,,,,,
5854,819,s9,3,Marketing Cloud,Use,,,,,,,,,,
5855,819,s10,3,Marketing Cloud,End,,,,,,,,,,
5856,820,s1,,,Awareness,,,,,,,,,,
5857,820,s2,1,Sales Cloud,Awareness,,,6,CES,,,,,,
5858,820,s3,1,Sales Cloud,Awareness,,,,,,,,,,
5859,820,s5,1,Sales Cloud,Evaluation,,,,,,,,,,
5860,820,s4,1,Sales Cloud,Evaluation,,,,,,,,,,
5861,820,s4,1,Sales Cloud,Evaluation,,,,,,,6771,Consultant,,
5862,820,s5,1,Sales Cloud,Evaluation,,,,,,,,,,
5863,820,s4,1,Sales Cloud,Evaluation,,,,,,,,,,
5864,820,s4,1,Sales Cloud,Evaluation,,,,,,,6821,Consultant,,
5865,820,s4,1,Sales Cloud,Evaluation,,,,,,,,,,
5866,820,s4,1,Sales Cloud,Evaluation,,,,,,,14131,Consultant,,
5867,820,s6,1,Sales Cloud,Purchase,,,3,CES,,,,,,
5868,820,s6,1,Sales Cloud,Purchase,,,1,NPS,-1,,,,,
5869,820,s6,1,Sales Cloud,Purchase,,,,,,,,,14131,1
5870,820,s7,1,Sales Cloud,Use,,,,,,,,,,
5871,820,s2,5,Siebel,Awareness,Loyal,,,,,,,,,
5872,820,s3,5,Siebel,Awareness,Loyal,,,,,,,,,
5873,820,s5,5,Siebel,Evaluation,Loyal,,,,,,,,,
5874,820,s4,5,Siebel,Evaluation,Loyal,,,,,,,,,
5875,820,s4,5,Siebel,Evaluation,Loyal,,,,,,52067,Consultant,,
5876,820,s6,5,Siebel,Purchase,Loyal,,,,,,,,,
5877,820,s6,5,Siebel,Purchase,Loyal,,,,,,,,52067,1
5878,820,s7,5,Siebel,Use,Loyal,,10,CES,,,,,,
5879,820,s7,5,Siebel,Use,Loyal,,10,NPS,1,,,,,
5880,820,s8,5,Siebel,Use,Loyal,Solved,,,,,,,,
5881,820,s6,5,Siebel,Purchase,Loyal,Solved,,,,,,,,
5882,820,s6,5,Siebel,Purchase,Loyal,Solved,,,,,,,52067,1
5883,820,s7,5,Siebel,Use,Loyal,Solved,10,CES,,,,,,
5884,820,s7,5,Siebel,Use,Loyal,Solved,10,NPS,1,,,,,
5885,820,s8,5,Siebel,Use,Loyal,Solved,,,,,,,,
5886,820,s6,5,Siebel,Purchase,Loyal,Solved,,,,,,,,
5887,820,s6,5,Siebel,Purchase,Loyal,Solved,,,,,,,52067,1
5888,820,s7,5,Siebel,Use,Loyal,Solved,10,CES,,,,,,
5889,820,s7,5,Siebel,Use,Loyal,Solved,10,NPS,1,,,,,
5890,820,s9,5,Siebel,Use,Loyal,Solved,,,,,,,,
5891,820,s10,5,Siebel,End,Loyal,Solved,,,,,,,,
5892,821,s1,,,Awareness,,,,,,,,,,
5893,821,s10,,,End,,,,,,,,,,
5894,822,s1,,,Awareness,,,,,,,,,,
5895,822,s2,4,BI,Awareness,,,,,,,,,,
5896,822,s3,4,BI,Awareness,,,,,,,,,,
5897,822,s5,4,BI,Evaluation,,,,,,,,,,
5898,822,s4,4,BI,Evaluation,,,,,,,,,,
5899,822,s4,4,BI,Evaluation,,,,,,,12818,Consultant,,
5900,822,s6,4,BI,Purchase,,,6,CES,,,,,,
5901,822,s6,4,BI,Purchase,,,1,NPS,-1,,,,,
5902,822,s6,4,BI,Purchase,,,,,,,,,12818,1
5903,822,s7,4,BI,Use,,,,,,,,,,
5904,822,s9,4,BI,Use,,,,,,,,,,
5905,822,s10,4,BI,End,,,,,,,,,,
5906,823,s1,,,Awareness,,,,,,,,,,
5907,823,s2,2,Service Cloud,Awareness,,,,,,,,,,
5908,823,s3,2,Service Cloud,Awareness,,,,,,,,,,
5909,823,s5,2,Service Cloud,Evaluation,,,,,,,,,,
5910,823,s4,2,Service Cloud,Evaluation,,,,,,,,,,
5911,823,s4,2,Service Cloud,Evaluation,,,,,,,33936,Consultant,,
5912,823,s6,2,Service Cloud,Purchase,,,,,,,,,,
5913,823,s6,2,Service Cloud,Purchase,,,,,,,,,33936,1
5914,823,s7,2,Service Cloud,Use,,,10,CES,,,,,,
5915,823,s7,2,Service Cloud,Use,,,3,NPS,-1,,,,,
5916,823,s8,2,Service Cloud,Use,,Not Solved,,,,,,,,
5917,823,s9,2,Service Cloud,Use,,Not Solved,,,,,,,,
5918,823,s10,2,Service Cloud,End,,Not Solved,,,,,,,,
5919,824,s1,,,Awareness,,,,,,,,,,
5920,824,s2,0,Siebel,Awareness,,,,,,,,,,
5921,824,s10,0,Siebel,End,,,,,,,,,,
5922,825,s1,,,Awareness,,,,,,,,,,
5923,825,s2,0,Siebel,Awareness,,,,,,,,,,
5924,825,s3,0,Siebel,Awareness,,,,,,,,,,
5925,825,s10,0,Siebel,End,,,,,,,,,,
5926,826,s1,,,Awareness,,,,,,,,,,
5927,826,s2,4,BI,Awareness,,,,,,,,,,
5928,826,s10,4,BI,End,,,,,,,,,,
5929,827,s1,,,Awareness,,,,,,,,,,
5930,827,s2,1,Sales Cloud,Awareness,,,,,,,,,,
5931,827,s10,1,Sales Cloud,End,,,,,,,,,,
5932,828,s1,,,Awareness,,,,,,,,,,
5933,828,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
5934,828,s10,3,Marketing Cloud,End,,,,,,,,,,
5935,829,s1,,,Awareness,,,,,,,,,,
5936,829,s2,0,Siebel,Awareness,,,,,,,,,,
5937,829,s3,0,Siebel,Awareness,,,,,,,,,,
5938,829,s5,0,Siebel,Evaluation,,,,,,,,,,
5939,829,s4,0,Siebel,Evaluation,,,,,,,,,,
5940,829,s4,0,Siebel,Evaluation,,,,,,,76006,Consultant,,
5941,829,s10,0,Siebel,End,,,,,,,,,,
5942,830,s1,,,Awareness,,,,,,,,,,
5943,830,s2,0,Siebel,Awareness,,,,,,,,,,
5944,830,s10,0,Siebel,End,,,,,,,,,,
5945,831,s1,,,Awareness,,,,,,,,,,
5946,831,s2,0,Siebel,Awareness,,,,,,,,,,
5947,831,s3,0,Siebel,Awareness,,,,,,,,,,
5948,831,s10,0,Siebel,End,,,,,,,,,,
5949,832,s1,,,Awareness,,,,,,,,,,
5950,832,s2,4,BI,Awareness,,,,,,,,,,
5951,832,s10,4,BI,End,,,,,,,,,,
5952,833,s1,,,Awareness,,,,,,,,,,
5953,833,s2,2,Service Cloud,Awareness,,,,,,,,,,
5954,833,s10,2,Service Cloud,End,,,,,,,,,,
5955,834,s1,,,Awareness,,,,,,,,,,
5956,834,s2,5,Siebel,Awareness,,,,,,,,,,
5957,834,s3,5,Siebel,Awareness,,,,,,,,,,
5958,834,s5,5,Siebel,Evaluation,,,10,CES,,,,,,
5959,834,s5,5,Siebel,Evaluation,,,10,NPS,1,,,,,
5960,834,s4,5,Siebel,Evaluation,,,,,,,,,,
5961,834,s4,5,Siebel,Evaluation,,,,,,,21560,Consultant,,
5962,834,s10,5,Siebel,End,,,,,,,,,,
5963,835,s1,,,Awareness,,,,,,,,,,
5964,835,s2,2,Service Cloud,Awareness,,,5,CES,,,,,,
5965,835,s10,2,Service Cloud,End,,,,,,,,,,
5966,836,s1,,,Awareness,,,,,,,,,,
5967,836,s2,4,BI,Awareness,,,,,,,,,,
5968,836,s3,4,BI,Awareness,,,,,,,,,,
5969,836,s5,4,BI,Evaluation,,,,,,,,,,
5970,836,s4,4,BI,Evaluation,,,,,,,,,,
5971,836,s4,4,BI,Evaluation,,,,,,,16056,Consultant,,
5972,836,s10,4,BI,End,,,,,,,,,,
5973,837,s1,,,Awareness,,,,,,,,,,
5974,837,s10,,,End,,,,,,,,,,
5975,838,s1,,,Awareness,,,,,,,,,,
5976,838,s2,0,Siebel,Awareness,,,,,,,,,,
5977,838,s3,0,Siebel,Awareness,,,,,,,,,,
5978,838,s5,0,Siebel,Evaluation,,,,,,,,,,
5979,838,s4,0,Siebel,Evaluation,,,,,,,,,,
5980,838,s4,0,Siebel,Evaluation,,,,,,,12894,Consultant,,
5981,838,s5,0,Siebel,Evaluation,,,,,,,,,,
5982,838,s4,0,Siebel,Evaluation,,,,,,,,,,
5983,838,s4,0,Siebel,Evaluation,,,,,,,18479,Consultant,,
5984,838,s6,0,Siebel,Purchase,,,,,,,,,,
5985,838,s6,0,Siebel,Purchase,,,,,,,,,18479,1
5986,838,s7,0,Siebel,Use,,,,,,,,,,
5987,838,s9,0,Siebel,Use,,,7,CES,,,,,,
5988,838,s9,0,Siebel,Use,,,7,NPS,0,,,,,
5989,838,s10,0,Siebel,End,,,,,,,,,,
5990,839,s1,,,Awareness,,,,,,,,,,
5991,839,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
5992,839,s10,3,Marketing Cloud,End,,,,,,,,,,
5993,840,s1,,,Awareness,,,,,,,,,,
5994,840,s2,5,Siebel,Awareness,,,,,,,,,,
5995,840,s3,5,Siebel,Awareness,,,,,,,,,,
5996,840,s5,5,Siebel,Evaluation,,,,,,,,,,
5997,840,s4,5,Siebel,Evaluation,,,,,,,,,,
5998,840,s4,5,Siebel,Evaluation,,,,,,,12638,Consultant,,
5999,840,s6,5,Siebel,Purchase,,,,,,,,,,
6000,840,s6,5,Siebel,Purchase,,,,,,,,,12638,1
6001,840,s7,5,Siebel,Use,,,,,,,,,,
6002,840,s2,2,Service Cloud,Awareness,Loyal,,,,,,,,,
6003,840,s10,2,Service Cloud,End,Loyal,,,,,,,,,
6004,841,s1,,,Awareness,,,,,,,,,,
6005,841,s2,0,Siebel,Awareness,,,10,CES,,,,,,
6006,841,s3,0,Siebel,Awareness,,,,,,,,,,
6007,841,s4,0,Siebel,Evaluation,,,10,CES,,,,,,
6008,841,s4,0,Siebel,Evaluation,,,5,NPS,-1,,,,,
6009,841,s4,0,Siebel,Evaluation,,,,,,,19680,Consultant,,
6010,841,s6,0,Siebel,Purchase,,,,,,,,,,
6011,841,s6,0,Siebel,Purchase,,,,,,,,,19680,1
6012,841,s7,0,Siebel,Use,,,,,,,,,,
6013,841,s9,0,Siebel,Use,,,9,CES,,,,,,
6014,841,s9,0,Siebel,Use,,,10,NPS,1,,,,,
6015,841,s10,0,Siebel,End,,,,,,,,,,
6016,842,s1,,,Awareness,,,,,,,,,,
6017,842,s2,5,Siebel,Awareness,,,,,,,,,,
6018,842,s3,5,Siebel,Awareness,,,,,,,,,,
6019,842,s5,5,Siebel,Evaluation,,,,,,,,,,
6020,842,s4,5,Siebel,Evaluation,,,,,,,,,,
6021,842,s4,5,Siebel,Evaluation,,,,,,,26086,Consultant,,
6022,842,s5,5,Siebel,Evaluation,,,10,CES,,,,,,
6023,842,s5,5,Siebel,Evaluation,,,8,NPS,0,,,,,
6024,842,s4,5,Siebel,Evaluation,,,,,,,,,,
6025,842,s4,5,Siebel,Evaluation,,,,,,,15125,Consultant,,
6026,842,s6,5,Siebel,Purchase,,,,,,,,,,
6027,842,s6,5,Siebel,Purchase,,,,,,,,,15125,1
6028,842,s7,5,Siebel,Use,,,8,CES,,,,,,
6029,842,s7,5,Siebel,Use,,,8,NPS,0,,,,,
6030,842,s9,5,Siebel,Use,,,,,,,,,,
6031,842,s4,5,Siebel,Evaluation,Loyal,,,,,,,,,
6032,842,s4,5,Siebel,Evaluation,Loyal,,,,,,82255,Consultant,,
6033,842,s6,5,Siebel,Purchase,Loyal,,10,CES,,,,,,
6034,842,s6,5,Siebel,Purchase,Loyal,,10,NPS,1,,,,,
6035,842,s6,5,Siebel,Purchase,Loyal,,,,,,,,82255,1
6036,842,s7,5,Siebel,Use,Loyal,,,,,,,,,
6037,842,s9,5,Siebel,Use,Loyal,,10,CES,,,,,,
6038,842,s9,5,Siebel,Use,Loyal,,10,NPS,1,,,,,
6039,842,s10,5,Siebel,End,Loyal,,,,,,,,,
6040,843,s1,,,Awareness,,,,,,,,,,
6041,843,s2,0,Siebel,Awareness,,,,,,,,,,
6042,843,s3,0,Siebel,Awareness,,,,,,,,,,
6043,843,s5,0,Siebel,Evaluation,,,,,,,,,,
6044,843,s4,0,Siebel,Evaluation,,,10,CES,,,,,,
6045,843,s4,0,Siebel,Evaluation,,,10,NPS,1,,,,,
6046,843,s4,0,Siebel,Evaluation,,,,,,,84327,Consultant,,
6047,843,s10,0,Siebel,End,,,,,,,,,,
6048,844,s1,,,Awareness,,,,,,,,,,
6049,844,s2,1,Sales Cloud,Awareness,,,,,,,,,,
6050,844,s10,1,Sales Cloud,End,,,,,,,,,,
6051,845,s1,,,Awareness,,,,,,,,,,
6052,845,s2,1,Sales Cloud,Awareness,,,,,,,,,,
6053,845,s3,1,Sales Cloud,Awareness,,,,,,,,,,
6054,845,s4,1,Sales Cloud,Evaluation,,,,,,,,,,
6055,845,s4,1,Sales Cloud,Evaluation,,,,,,,7439,Consultant,,
6056,845,s5,1,Sales Cloud,Evaluation,,,,,,,,,,
6057,845,s4,1,Sales Cloud,Evaluation,,,,,,,,,,
6058,845,s4,1,Sales Cloud,Evaluation,,,,,,,13751,Consultant,,
6059,845,s10,1,Sales Cloud,End,,,,,,,,,,
6060,846,s1,,,Awareness,,,,,,,,,,
6061,846,s2,0,Siebel,Awareness,,,,,,,,,,
6062,846,s3,0,Siebel,Awareness,,,,,,,,,,
6063,846,s10,0,Siebel,End,,,,,,,,,,
6064,847,s1,,,Awareness,,,,,,,,,,
6065,847,s2,1,Sales Cloud,Awareness,,,,,,,,,,
6066,847,s10,1,Sales Cloud,End,,,,,,,,,,
6067,848,s1,,,Awareness,,,,,,,,,,
6068,848,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
6069,848,s10,3,Marketing Cloud,End,,,,,,,,,,
6070,849,s1,,,Awareness,,,,,,,,,,
6071,849,s10,,,End,,,,,,,,,,
6072,850,s1,,,Awareness,,,,,,,,,,
6073,850,s2,5,Siebel,Awareness,,,,,,,,,,
6074,850,s3,5,Siebel,Awareness,,,,,,,,,,
6075,850,s5,5,Siebel,Evaluation,,,,,,,,,,
6076,850,s4,5,Siebel,Evaluation,,,,,,,,,,
6077,850,s4,5,Siebel,Evaluation,,,,,,,15849,Consultant,,
6078,850,s5,5,Siebel,Evaluation,,,,,,,,,,
6079,850,s4,5,Siebel,Evaluation,,,,,,,,,,
6080,850,s4,5,Siebel,Evaluation,,,,,,,17320,Consultant,,
6081,850,s6,5,Siebel,Purchase,,,,,,,,,,
6082,850,s6,5,Siebel,Purchase,,,,,,,,,17320,1
6083,850,s7,5,Siebel,Use,,,,,,,,,,
6084,850,s8,5,Siebel,Use,,Not Solved,,,,,,,,
6085,850,s9,5,Siebel,Use,,Not Solved,,,,,,,,
6086,850,s10,5,Siebel,End,,Not Solved,,,,,,,,
6087,851,s1,,,Awareness,,,,,,,,,,
6088,851,s2,5,Siebel,Awareness,,,,,,,,,,
6089,851,s10,5,Siebel,End,,,,,,,,,,
6090,852,s1,,,Awareness,,,,,,,,,,
6091,852,s10,,,End,,,,,,,,,,
6092,853,s1,,,Awareness,,,,,,,,,,
6093,853,s10,,,End,,,,,,,,,,
6094,854,s1,,,Awareness,,,,,,,,,,
6095,854,s10,,,End,,,,,,,,,,
6096,855,s1,,,Awareness,,,,,,,,,,
6097,855,s2,5,Siebel,Awareness,,,6,CES,,,,,,
6098,855,s10,5,Siebel,End,,,,,,,,,,
6099,856,s1,,,Awareness,,,,,,,,,,
6100,856,s10,,,End,,,,,,,,,,
6101,857,s1,,,Awareness,,,,,,,,,,
6102,857,s2,1,Sales Cloud,Awareness,,,,,,,,,,
6103,857,s10,1,Sales Cloud,End,,,,,,,,,,
6104,858,s1,,,Awareness,,,,,,,,,,
6105,858,s10,,,End,,,,,,,,,,
6106,859,s1,,,Awareness,,,,,,,,,,
6107,859,s2,5,Siebel,Awareness,,,,,,,,,,
6108,859,s3,5,Siebel,Awareness,,,,,,,,,,
6109,859,s5,5,Siebel,Evaluation,,,,,,,,,,
6110,859,s4,5,Siebel,Evaluation,,,,,,,,,,
6111,859,s4,5,Siebel,Evaluation,,,,,,,10627,Consultant,,
6112,859,s6,5,Siebel,Purchase,,,,,,,,,,
6113,859,s6,5,Siebel,Purchase,,,,,,,,,10627,1
6114,859,s7,5,Siebel,Use,,,,,,,,,,
6115,859,s9,5,Siebel,Use,,,,,,,,,,
6116,859,s10,5,Siebel,End,,,,,,,,,,
6117,860,s1,,,Awareness,,,,,,,,,,
6118,860,s10,,,End,,,,,,,,,,
6119,861,s1,,,Awareness,,,,,,,,,,
6120,861,s2,5,Siebel,Awareness,,,,,,,,,,
6121,861,s3,5,Siebel,Awareness,,,,,,,,,,
6122,861,s5,5,Siebel,Evaluation,,,,,,,,,,
6123,861,s4,5,Siebel,Evaluation,,,,,,,,,,
6124,861,s4,5,Siebel,Evaluation,,,,,,,22988,Consultant,,
6125,861,s6,5,Siebel,Purchase,,,,,,,,,,
6126,861,s6,5,Siebel,Purchase,,,,,,,,,22988,1
6127,861,s7,5,Siebel,Use,,,,,,,,,,
6128,861,s9,5,Siebel,Use,,,10,CES,,,,,,
6129,861,s9,5,Siebel,Use,,,9,NPS,1,,,,,
6130,861,s10,5,Siebel,End,,,,,,,,,,
6131,862,s1,,,Awareness,,,,,,,,,,
6132,862,s2,0,Siebel,Awareness,,,,,,,,,,
6133,862,s3,0,Siebel,Awareness,,,,,,,,,,
6134,862,s10,0,Siebel,End,,,,,,,,,,
6135,863,s1,,,Awareness,,,,,,,,,,
6136,863,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
6137,863,s3,3,Marketing Cloud,Awareness,,,,,,,,,,
6138,863,s5,3,Marketing Cloud,Evaluation,,,6,CES,,,,,,
6139,863,s5,3,Marketing Cloud,Evaluation,,,5,NPS,-1,,,,,
6140,863,s4,3,Marketing Cloud,Evaluation,,,4,CES,,,,,,
6141,863,s4,3,Marketing Cloud,Evaluation,,,2,NPS,-1,,,,,
6142,863,s4,3,Marketing Cloud,Evaluation,,,,,,,56048,Consultant,,
6143,863,s5,3,Marketing Cloud,Evaluation,,,,,,,,,,
6144,863,s4,3,Marketing Cloud,Evaluation,,,,,,,,,,
